location;date;total_cases;new_cases;total_deaths;total_vaccinations
World;19.11.2021;256958348.0;615358.0;5141080.0;7687926635.0
World;20.11.2021;257458266.0;499918.0;5147335.0;7722428686.0
World;21.11.2021;257878955.0;420689.0;5151955.0;7749245471.0
World;22.11.2021;258480816.0;601861.0;5159021.0;7777921107.0
World;23.11.2021;259073235.0;574982.0;5167054.0;7808875343.0
World;24.11.2021;259730879.0;657644.0;5175677.0;7847473262.0
World;25.11.2021;260330217.0;599338.0;5183524.0;7874396365.0
World;26.11.2021;260942730.0;612513.0;5190417.0;7913229334.0
World;27.11.2021;261426655.0;483925.0;5196584.0;7942202165.0
World;28.11.2021;261858698.0;432043.0;5201466.0;7981887579.0
World;29.11.2021;262490675.0;631977.0;5208924.0;8015493153.0
World;30.11.2021;263090701.0;600026.0;5216972.0;8056900738.0
World;01.12.2021;263793268.0;702567.0;5226318.0;8099330169.0
World;02.12.2021;264501368.0;708100.0;5236454.0;8137815638.0
World;03.12.2021;265232797.0;731429.0;5245010.0;8171611828.0
World;04.12.2021;265767937.0;535140.0;5250840.0;8209200650.0
World;05.12.2021;266228367.0;460430.0;5258269.0;8240773527.0
World;06.12.2021;266828048.0;599715.0;5265134.0;8270044272.0
World;07.12.2021;267468418.0;640370.0;5272958.0;8300323136.0
World;08.12.2021;268180224.0;711806.0;5281276.0;8337238726.0
World;09.12.2021;268879152.0;698928.0;5289871.0;8376532341.0
World;10.12.2021;269573380.0;694260.0;5297931.0;8407594941.0
World;11.12.2021;270092681.0;519384.0;5304285.0;8452097915.0
World;12.12.2021;270550743.0;458062.0;5308902.0;8482140932.0
World;13.12.2021;271160501.0;609758.0;5315138.0;8511408362.0
World;14.12.2021;271799086.0;638585.0;5322915.0;8552327399.0
World;15.12.2021;272537220.0;738134.0;5331998.0;8591699388.0
World;16.12.2021;273280982.0;743762.0;5339402.0;8624349484.0
World;17.12.2021;274048557.0;767575.0;5346665.0;8668387516.0
World;18.12.2021;274619340.0;570783.0;5352738.0;8703318215.0
World;19.12.2021;275131833.0;512493.0;5357173.0;8737334111.0
World;20.12.2021;275868563.0;736730.0;5363801.0;8781852991.0
World;21.12.2021;276624322.0;755801.0;5371465.0;8819997374.0
World;22.12.2021;277534547.0;910266.0;5381848.0;8854420750.0
World;23.12.2021;278541967.0;1007420.0;5389101.0;8897378510.0
World;24.12.2021;279433573.0;891635.0;5395212.0;8931582913.0
World;25.12.2021;280135882.0;702309.0;5399570.0;8959563562.0
World;26.12.2021;280716360.0;580505.0;5403354.0;8984932965.0
World;27.12.2021;281984661.0;1268301.0;5409683.0;9017843391.0
World;28.12.2021;283310568.0;1325907.0;5417265.0;9064304127.0
World;29.12.2021;285006334.0;1695766.0;5425146.0;9103900916.0
World;30.12.2021;286948970.0;1942636.0;5432741.0;9141413700.0
World;31.12.2021;288694498.0;1745528.0;5439463.0;9174145789.0
World;01.01.2022;289920333.0;1225835.0;5443916.0;9193837705.0
World;02.01.2022;290840790.0;920457.0;5447209.0;9211253691.0
World;03.01.2022;293199758.0;2358974.0;5452944.0;9243643376.0
World;04.01.2022;295697847.0;2498089.0;5460890.0;9281971145.0
World;05.01.2022;298268260.0;2570413.0;5468817.0;9316790685.0
World;06.01.2022;300927531.0;2659271.0;5476439.0;9352255198.0
World;07.01.2022;303871402.0;2943871.0;5483690.0;9387950507.0
World;08.01.2022;306051941.0;2180539.0;5489236.0;9412119349.0
World;09.01.2022;308084779.0;2032838.0;5493250.0;9444284327.0
World;10.01.2022;311272982.0;3188203.0;5499669.0;9501379063.0
World;11.01.2022;314304407.0;3031428.0;5508922.0;9537950130.0
World;12.01.2022;317753162.0;3448755.0;5518126.0;9570688849.0
World;13.01.2022;320935867.0;3182705.0;5526449.0;9607264646.0
World;14.01.2022;324251856.0;3315989.0;5534446.0;9632596283.0
World;15.01.2022;326748945.0;2497089.0;5540853.0;9660403429.0
World;16.01.2022;328928547.0;2179602.0;5545232.0;9689653474.0
World;17.01.2022;331589046.0;2660499.0;5551331.0;9721028021.0
World;18.01.2022;335349221.0;3760175.0;5560613.0;9744310837.0
World;19.01.2022;339429060.0;4079839.0;5570665.0;9782759536.0
World;20.01.2022;343160922.0;3731862.0;5580363.0;9809697070.0
World;21.01.2022;346996420.0;3835498.0;5590333.0;9841896402.0
World;22.01.2022;349768518.0;2772098.0;5596561.0;9864606718.0
World;23.01.2022;352229328.0;2460810.0;5601594.0;9896213796.0
World;24.01.2022;355649609.0;3420281.0;5610098.0;9920598896.0
World;25.01.2022;359300883.0;3651274.0;5620817.0;9945055208.0
World;26.01.2022;362955936.0;3655053.0;5631420.0;9971860132.0
World;27.01.2022;366707411.0;3751475.0;5641962.0;9994613621.0
World;28.01.2022;370324621.0;3617210.0;5654195.0;10025244707.0
World;29.01.2022;373068708.0;2744087.0;5662245.0;10043283614.0
World;30.01.2022;375391789.0;2323081.0;5667917.0;10060980349.0
World;31.01.2022;378929401.0;2718329.0;5677642.0;10081936392.0
World;01.02.2022;382068203.0;3138802.0;5691640.0;10101027110.0
World;02.02.2022;385244092.0;3175889.0;5703808.0;10120592670.0
World;03.02.2022;388429642.0;3185550.0;5715504.0;10136736332.0
World;04.02.2022;391377784.0;2948142.0;5728642.0;10158918859.0
World;05.02.2022;393690688.0;2312904.0;5737032.0;10174220436.0
World;06.02.2022;395579237.0;1888549.0;5742906.0;10241759254.0
World;07.02.2022;398193967.0;2614730.0;5753768.0;10262785260.0
World;08.02.2022;400804760.0;2610793.0;5766807.0;10288782716.0
World;09.02.2022;403233027.0;2428267.0;5780103.0;10317351969.0
World;10.02.2022;406026757.0;2793730.0;5791859.0;10339924772.0
World;11.02.2022;408456362.0;2429605.0;5804045.0;10369474120.0
World;12.02.2022;410384378.0;1928016.0;5812881.0;10388464130.0
World;13.02.2022;411910527.0;1526149.0;5818110.0;10415406353.0
World;14.02.2022;413618952.0;1708425.0;5828989.0;10436740058.0
World;15.02.2022;415488159.0;1874739.0;5839692.0;10458069182.0
World;16.02.2022;417713298.0;2227713.0;5852663.0;10480621591.0
World;17.02.2022;419783073.0;2069775.0;5865049.0;10505343225.0
World;18.02.2022;421764390.0;1981317.0;5875685.0;10550485198.0
World;19.02.2022;423426160.0;1661770.0;5884227.0;10580031272.0
World;20.02.2022;424734696.0;1308536.0;5889599.0;10597684481.0
World;21.02.2022;426135304.0;1400608.0;5896789.0;10626442921.0
World;22.02.2022;427840414.0;1705110.0;5906929.0;10648737713.0
World;23.02.2022;429757954.0;1917540.0;5918942.0;10668121069.0
World;24.02.2022;431540664.0;1782710.0;5929705.0;10690899935.0
World;25.02.2022;433177041.0;1636377.0;5938550.0;10711334313.0
World;26.02.2022;434611779.0;1434738.0;5945069.0;10727352332.0
World;27.02.2022;435764015.0;1152253.0;5949573.0;10740438412.0
World;28.02.2022;437128217.0;1364202.0;5957196.0;10788328767.0
World;01.03.2022;438741831.0;1613614.0;5965372.0;10801700814.0
World;02.03.2022;440393249.0;1651418.0;5973346.0;10818374007.0
World;03.03.2022;442157283.0;1764034.0;5981526.0;10833493408.0
World;04.03.2022;443909878.0;1752608.0;5990098.0;10850390189.0
World;05.03.2022;445382322.0;1472444.0;5995787.0;10871889412.0
World;06.03.2022;446602958.0;1220636.0;5999877.0;10897880630.0
World;07.03.2022;448032408.0;1429450.0;6007417.0;10913069881.0
World;08.03.2022;449769782.0;1737374.0;6014664.0;10928956572.0
World;09.03.2022;451597171.0;1827389.0;6022452.0;10946397704.0
World;10.03.2022;453462823.0;1865995.0;6029979.0;10963043706.0
World;11.03.2022;455327864.0;1865041.0;6036456.0;10978526842.0
World;12.03.2022;457094757.0;1766893.0;6041179.0;10992956386.0
World;13.03.2022;458394714.0;1299957.0;6044533.0;11006407158.0
World;14.03.2022;460003774.0;1609063.0;6049820.0;11020179786.0
World;15.03.2022;461808581.0;1804807.0;6055126.0;11037501664.0
World;16.03.2022;464028431.0;2219850.0;6061920.0;11053308546.0
World;17.03.2022;466108624.0;2080193.0;6069003.0;11067812453.0
World;18.03.2022;467991125.0;1882501.0;6074436.0;11084382734.0
World;19.03.2022;469721964.0;1730839.0;6078277.0;11095356059.0
World;20.03.2022;470809213.0;1087249.0;6081366.0;11106179293.0
World;21.03.2022;472294238.0;1485025.0;6097697.0;11118257438.0
World;22.03.2022;474271116.0;1976882.0;6102589.0;11134506538.0
World;23.03.2022;476042796.0;1771680.0;6108436.0;11151646978.0
World;24.03.2022;477822448.0;1779657.0;6113688.0;11169107399.0
World;25.03.2022;479604517.0;1782069.0;6122670.0;11182667130.0
World;26.03.2022;480976271.0;1371754.0;6125595.0;11195601073.0
World;27.03.2022;481933329.0;957058.0;6128009.0;11209684777.0
World;28.03.2022;483410337.0;1477008.0;6132053.0;11232167350.0
World;29.03.2022;485161429.0;1751092.0;6136804.0;11252667576.0
World;30.03.2022;486757961.0;1596532.0;6141777.0;11270461451.0
World;31.03.2022;488570586.0;1812625.0;6146568.0;11305068928.0
World;01.04.2022;489734646.0;1164116.0;6151123.0;11313284663.0
World;02.04.2022;490797619.0;1062973.0;6153781.0;11319303331.0
World;03.04.2022;491601756.0;804137.0;6155473.0;11330168193.0
World;04.04.2022;492510020.0;908264.0;6158545.0;11344599061.0
World;05.04.2022;493851971.0;1341951.0;6162778.0;11356262600.0
World;06.04.2022;495301142.0;1449171.0;6170251.0;11366066269.0
World;07.04.2022;496526540.0;1225398.0;6174506.0;11378736485.0
World;08.04.2022;497701220.0;1174680.0;6178629.0;11389809217.0
World;09.04.2022;498485107.0;783887.0;6180793.0;11399455377.0
World;10.04.2022;499066527.0;581420.0;6182285.0;11414763207.0
World;11.04.2022;500028520.0;962121.0;6185264.0;11424294867.0
World;12.04.2022;501099257.0;1070737.0;6188604.0;11436519234.0
World;13.04.2022;502151186.0;1051959.0;6193140.0;11447532577.0
World;14.04.2022;503126686.0;975500.0;6196871.0;11456038357.0
World;15.04.2022;503849786.0;731146.0;6199134.0;11462060151.0
World;16.04.2022;504417691.0;567905.0;6200655.0;11466150800.0
World;17.04.2022;504846393.0;428702.0;6201970.0;11476516122.0
World;18.04.2022;505333100.0;486707.0;6203411.0;11487139005.0
World;19.04.2022;506296329.0;963502.0;6206836.0;11498317741.0
World;20.04.2022;507259935.0;964390.0;6211337.0;11506678596.0
World;21.04.2022;508170986.0;911051.0;6214905.0;11518011865.0
World;22.04.2022;508974239.0;803253.0;6217844.0;11526672224.0
World;23.04.2022;509494000.0;519761.0;6219279.0;11536140359.0
World;24.04.2022;509883824.0;389824.0;6220270.0;11545888101.0
World;25.04.2022;510479414.0;595590.0;6222696.0;11554598387.0
World;26.04.2022;511134915.0;655501.0;6227028.0;11575011172.0
World;27.04.2022;511959871.0;824956.0;6230583.0;11585437309.0
World;28.04.2022;512692488.0;732642.0;6233510.0;11594843217.0
World;29.04.2022;513352623.0;660135.0;6236250.0;11605640855.0
World;30.04.2022;513729386.0;376763.0;6237572.0;11612805451.0
World;01.05.2022;514046018.0;316632.0;6238484.0;11629479891.0
World;02.05.2022;514529755.0;483737.0;6240285.0;11633914322.0
World;03.05.2022;515204875.0;675520.0;6243115.0;11639382345.0
World;04.05.2022;515821250.0;616375.0;6246855.0;11644039570.0
World;05.05.2022;516415941.0;594691.0;6249500.0;11649438353.0
World;06.05.2022;517050698.0;634757.0;6251827.0;11661335041.0
World;07.05.2022;517400879.0;350181.0;6252855.0;11667049401.0
World;08.05.2022;517683855.0;282976.0;6253560.0;11674954705.0
World;09.05.2022;518400716.0;716861.0;6255559.0;11680089391.0
World;10.05.2022;519038608.0;637892.0;6257805.0;11687878718.0
World;11.05.2022;519730736.0;692128.0;6260368.0;11696386159.0
World;12.05.2022;520378073.0;647337.0;6262227.0;11703417378.0
World;13.05.2022;520947300.0;569227.0;6264182.0;11714198266.0
World;14.05.2022;521392257.0;444957.0;6265077.0;11719635038.0
World;15.05.2022;521758652.0;366395.0;6265705.0;11728225881.0
World;16.05.2022;522366850.0;608198.0;6267460.0;11734117930.0
World;17.05.2022;522961809.0;595250.0;6269393.0;11739072159.0
World;18.05.2022;523703600.0;741791.0;6271719.0;11747048868.0
World;19.05.2022;524293200.0;591156.0;6273556.0;11753088683.0
World;20.05.2022;524898961.0;605761.0;6275528.0;11762344068.0
World;21.05.2022;525275533.0;376572.0;6276643.0;11766925228.0
World;22.05.2022;525613503.0;337970.0;6277283.0;11782516751.0
World;23.05.2022;526129791.0;545941.0;6278714.0;11791701391.0
World;24.05.2022;526710306.0;580515.0;6280462.0;11797933933.0
World;25.05.2022;527352734.0;642428.0;6283103.0;11802864018.0
World;26.05.2022;527865857.0;517631.0;6284533.0;11809322954.0
World;27.05.2022;528431400.0;565543.0;6286540.0;11817860453.0
World;28.05.2022;528720679.0;289279.0;6287246.0;11822554314.0
World;29.05.2022;528996005.0;275326.0;6287786.0;11825771154.0
World;30.05.2022;529369929.0;373924.0;6289033.0;11826952328.0
